,State,Management,Year,Specialisation,Seats,censuscode,ST_CEN_CD,UG_PG,st_new
4105,JAMMU & KASHMIR,Public,2018.0,Pathology,24.0,14.0,15.0,PG,Jammu & Kashmir
4106,JHARKHAND,Public,2018.0,Pathology,23.0,355.0,16.0,PG,Jharkhand
4107,KARNATAKA,Public,2018.0,Pathology,69.0,556.0,17.0,PG,Karnataka
4108,KERALA,Public,2018.0,Pathology,47.0,598.0,18.0,PG,Kerala
4109,MADHYA PRADESH,Public,2018.0,Pathology,23.0,465.0,20.0,PG,Madhya Pradesh
4110,MAHARASHTRA,Public,2018.0,Pathology,138.0,522.0,21.0,PG,Maharashtra
4111,MANIPUR,Public,2018.0,Pathology,10.0,275.0,22.0,PG,Manipur
4112,MEGHALAYA,Public,2018.0,Pathology,3.0,294.0,23.0,PG,Meghalaya
4113,ODISHA,Public,2018.0,Pathology,21.0,384.0,26.0,PG,Odisha
4114,PUDUCHERRY,Public,2018.0,Pathology,15.0,636.0,27.0,PG,Puducherry
4115,PUNJAB,Public,2018.0,Pathology,21.0,49.0,28.0,PG,Punjab
4116,RAJASTHAN,Public,2018.0,Pathology,56.0,119.0,29.0,PG,Rajasthan
4117,TAMIL NADU,Public,2018.0,Pathology,70.0,616.0,31.0,PG,Tamil Nadu
4118,TELANGANA,Public,2018.0,Pathology,45.0,532.0,32.0,PG,Telangana
4119,TRIPURA,Public,2018.0,Pathology,0.0,291.0,33.0,PG,Tripura
4120,UTTAR PRADESH,Public,2018.0,Pathology,77.0,146.0,34.0,PG,Uttar Pradesh
4121,UTTARAKHAND,Public,2018.0,Pathology,3.0,64.0,35.0,PG,Uttarakhand
4122,WEST BENGAL,Public,2018.0,Pathology,65.0,339.0,36.0,PG,West Bengal
4123,ASSAM,Both,2001.0,Pathology,21.0,324.0,4.0,PG,Assam
4124,BIHAR,Both,2001.0,Pathology,15.0,209.0,5.0,PG,Bihar
4125,CHANDIGARH,Both,2001.0,Pathology,3.0,55.0,6.0,PG,Chandigarh
4126,CHHATTISGARH,Both,2001.0,Pathology,2.0,414.0,7.0,PG,Chhattisgarh
4127,GOA,Both,2001.0,Pathology,2.0,585.0,11.0,PG,Goa
4128,GUJARAT,Both,2001.0,Pathology,23.0,474.0,12.0,PG,Gujarat
4129,HARYANA,Both,2001.0,Pathology,16.0,70.0,13.0,PG,Haryana
4130,HIMACHAL PRADESH,Both,2001.0,Pathology,3.0,30.0,14.0,PG,Himachal Pradesh
4131,JAMMU & KASHMIR,Both,2001.0,Pathology,9.0,14.0,15.0,PG,Jammu & Kashmir
4132,JHARKHAND,Both,2001.0,Pathology,7.0,355.0,16.0,PG,Jharkhand
4133,KARNATAKA,Both,2001.0,Pathology,134.0,556.0,17.0,PG,Karnataka
4134,KERALA,Both,2001.0,Pathology,26.0,598.0,18.0,PG,Kerala
4135,MADHYA PRADESH,Both,2001.0,Pathology,30.0,465.0,20.0,PG,Madhya Pradesh
4136,MAHARASHTRA,Both,2001.0,Pathology,113.0,522.0,21.0,PG,Maharashtra
4137,MANIPUR,Both,2001.0,Pathology,2.0,275.0,22.0,PG,Manipur
4138,MEGHALAYA,Both,2001.0,Pathology,0.0,294.0,23.0,PG,Meghalaya
4139,NCT OF DELHI,Both,2001.0,Pathology,58.0,95.0,10.0,PG,NCT of Delhi
4140,ODISHA,Both,2001.0,Pathology,7.0,384.0,26.0,PG,Odisha
4141,PUDUCHERRY,Both,2001.0,Pathology,0.0,636.0,27.0,PG,Puducherry
4142,PUNJAB,Both,2001.0,Pathology,23.0,49.0,28.0,PG,Punjab
4143,RAJASTHAN,Both,2001.0,Pathology,34.0,119.0,29.0,PG,Rajasthan
4144,SIKKIM,Both,2001.0,Pathology,0.0,244.0,30.0,PG,Sikkim
4145,TAMIL NADU,Both,2001.0,Pathology,49.0,616.0,31.0,PG,Tamil Nadu
4146,UTTAR PRADESH,Both,2001.0,Pathology,42.0,146.0,34.0,PG,Uttar Pradesh
4147,UTTARAKHAND,Both,2001.0,Pathology,6.0,64.0,35.0,PG,Uttarakhand
4148,WEST BENGAL,Both,2001.0,Pathology,10.0,339.0,36.0,PG,West Bengal
4149,ANDAMAN & NICOBAR ISLAND,Both,2018.0,Pathology,0.0,638.0,1.0,PG,Andaman & Nicobar Island
4150,ANDHRA PRADESH,Both,2018.0,Pathology,79.0,553.0,2.0,PG,Andhra Pradesh
4151,ASSAM,Both,2018.0,Pathology,31.0,324.0,4.0,PG,Assam
4152,BIHAR,Both,2018.0,Pathology,43.0,209.0,5.0,PG,Bihar
4153,CHANDIGARH,Both,2018.0,Pathology,25.0,55.0,6.0,PG,Chandigarh
4154,CHHATTISGARH,Both,2018.0,Pathology,5.0,414.0,7.0,PG,Chhattisgarh
4155,GOA,Both,2018.0,Pathology,3.0,585.0,11.0,PG,Goa
4156,GUJARAT,Both,2018.0,Pathology,128.0,474.0,12.0,PG,Gujarat
4157,HARYANA,Both,2018.0,Pathology,35.0,70.0,13.0,PG,Haryana
4158,HIMACHAL PRADESH,Both,2018.0,Pathology,9.0,30.0,14.0,PG,Himachal Pradesh
4159,JAMMU & KASHMIR,Both,2018.0,Pathology,28.0,14.0,15.0,PG,Jammu & Kashmir
4160,JHARKHAND,Both,2018.0,Pathology,23.0,355.0,16.0,PG,Jharkhand
4161,KARNATAKA,Both,2018.0,Pathology,291.0,556.0,17.0,PG,Karnataka
4162,KERALA,Both,2018.0,Pathology,75.0,598.0,18.0,PG,Kerala
4163,MADHYA PRADESH,Both,2018.0,Pathology,53.0,465.0,20.0,PG,Madhya Pradesh
4164,MAHARASHTRA,Both,2018.0,Pathology,246.0,522.0,21.0,PG,Maharashtra
4165,MANIPUR,Both,2018.0,Pathology,10.0,275.0,22.0,PG,Manipur
4166,MEGHALAYA,Both,2018.0,Pathology,3.0,294.0,23.0,PG,Meghalaya
4167,NCT OF DELHI,Both,2018.0,Pathology,97.0,95.0,10.0,PG,NCT of Delhi
4168,ODISHA,Both,2018.0,Pathology,38.0,384.0,26.0,PG,Odisha
4169,PUDUCHERRY,Both,2018.0,Pathology,29.0,636.0,27.0,PG,Puducherry
4170,PUNJAB,Both,2018.0,Pathology,40.0,49.0,28.0,PG,Punjab
4171,RAJASTHAN,Both,2018.0,Pathology,73.0,119.0,29.0,PG,Rajasthan
4172,SIKKIM,Both,2018.0,Pathology,0.0,244.0,30.0,PG,Sikkim
4173,TAMIL NADU,Both,2018.0,Pathology,136.0,616.0,31.0,PG,Tamil Nadu
4174,TELANGANA,Both,2018.0,Pathology,80.0,532.0,32.0,PG,Telangana
4175,TRIPURA,Both,2018.0,Pathology,1.0,291.0,33.0,PG,Tripura
4176,UTTAR PRADESH,Both,2018.0,Pathology,132.0,146.0,34.0,PG,Uttar Pradesh
4177,UTTARAKHAND,Both,2018.0,Pathology,18.0,64.0,35.0,PG,Uttarakhand
4178,WEST BENGAL,Both,2018.0,Pathology,69.0,339.0,36.0,PG,West Bengal
4179,ANDHRA PRADESH,Private,2001.0,Pathology,0.0,553.0,2.0,PG,Andhra Pradesh
4180,TELANGANA,Private,2001.0,Pathology,0.0,,,PG,Telangana
4181,ANDHRA PRADESH,Public,2001.0,Pathology,49.0,553.0,2.0,PG,Andhra Pradesh
4182,TELANGANA,Public,2001.0,Pathology,49.0,,,PG,Telangana
4183,ANDHRA PRADESH,Both,2001.0,Pathology,49.0,553.0,2.0,PG,Andhra Pradesh
4184,TELANGANA,Both,2001.0,Pathology,49.0,,,PG,Telangana
4185,GUJARAT,Private,2001.0,PlasticSurgery,0.0,474.0,12.0,PG,Gujarat
4186,HARYANA,Private,2001.0,PlasticSurgery,0.0,70.0,13.0,PG,Haryana
4187,JAMMU & KASHMIR,Private,2001.0,PlasticSurgery,0.0,14.0,15.0,PG,Jammu & Kashmir
4188,KARNATAKA,Private,2001.0,PlasticSurgery,0.0,556.0,17.0,PG,Karnataka
4189,KERALA,Private,2001.0,PlasticSurgery,0.0,598.0,18.0,PG,Kerala
4190,MADHYA PRADESH,Private,2001.0,PlasticSurgery,0.0,465.0,20.0,PG,Madhya Pradesh
4191,MAHARASHTRA,Private,2001.0,PlasticSurgery,0.0,522.0,21.0,PG,Maharashtra
4192,ODISHA,Private,2001.0,PlasticSurgery,0.0,384.0,26.0,PG,Odisha
4193,PUDUCHERRY,Private,2001.0,PlasticSurgery,0.0,636.0,27.0,PG,Puducherry
4194,PUNJAB,Private,2001.0,PlasticSurgery,2.0,49.0,28.0,PG,Punjab
4195,RAJASTHAN,Private,2001.0,PlasticSurgery,0.0,119.0,29.0,PG,Rajasthan
4196,SIKKIM,Private,2001.0,PlasticSurgery,0.0,244.0,30.0,PG,Sikkim
4197,TAMIL NADU,Private,2001.0,PlasticSurgery,0.0,616.0,31.0,PG,Tamil Nadu
4198,UTTAR PRADESH,Private,2001.0,PlasticSurgery,0.0,146.0,34.0,PG,Uttar Pradesh
4199,UTTARAKHAND,Private,2001.0,PlasticSurgery,0.0,64.0,35.0,PG,Uttarakhand
4200,WEST BENGAL,Private,2001.0,PlasticSurgery,0.0,339.0,36.0,PG,West Bengal
4201,ASSAM,Public,2001.0,PlasticSurgery,2.0,324.0,4.0,PG,Assam
4202,BIHAR,Public,2001.0,PlasticSurgery,0.0,209.0,5.0,PG,Bihar
4203,CHANDIGARH,Public,2001.0,PlasticSurgery,0.0,55.0,6.0,PG,Chandigarh
4204,CHHATTISGARH,Public,2001.0,PlasticSurgery,0.0,414.0,7.0,PG,Chhattisgarh
4205,NCT OF DELHI,Public,2001.0,PlasticSurgery,33.0,95.0,10.0,PG,NCT of Delhi
4206,GOA,Public,2001.0,PlasticSurgery,0.0,585.0,11.0,PG,Goa
4207,GUJARAT,Public,2001.0,PlasticSurgery,4.0,474.0,12.0,PG,Gujarat
4208,HARYANA,Public,2001.0,PlasticSurgery,0.0,70.0,13.0,PG,Haryana
4209,HIMACHAL PRADESH,Public,2001.0,PlasticSurgery,0.0,30.0,14.0,PG,Himachal Pradesh
4210,JAMMU & KASHMIR,Public,2001.0,PlasticSurgery,0.0,14.0,15.0,PG,Jammu & Kashmir
4211,JHARKHAND,Public,2001.0,PlasticSurgery,0.0,355.0,16.0,PG,Jharkhand
4212,KARNATAKA,Public,2001.0,PlasticSurgery,2.0,556.0,17.0,PG,Karnataka
4213,KERALA,Public,2001.0,PlasticSurgery,3.0,598.0,18.0,PG,Kerala
4214,MADHYA PRADESH,Public,2001.0,PlasticSurgery,0.0,465.0,20.0,PG,Madhya Pradesh
4215,MAHARASHTRA,Public,2001.0,PlasticSurgery,7.0,522.0,21.0,PG,Maharashtra
4216,MANIPUR,Public,2001.0,PlasticSurgery,0.0,275.0,22.0,PG,Manipur
4217,MEGHALAYA,Public,2001.0,PlasticSurgery,0.0,294.0,23.0,PG,Meghalaya
4218,ODISHA,Public,2001.0,PlasticSurgery,0.0,384.0,26.0,PG,Odisha
4219,PUDUCHERRY,Public,2001.0,PlasticSurgery,0.0,636.0,27.0,PG,Puducherry
4220,PUNJAB,Public,2001.0,PlasticSurgery,0.0,49.0,28.0,PG,Punjab
4221,RAJASTHAN,Public,2001.0,PlasticSurgery,2.0,119.0,29.0,PG,Rajasthan
4222,TAMIL NADU,Public,2001.0,PlasticSurgery,7.0,616.0,31.0,PG,Tamil Nadu
4223,UTTAR PRADESH,Public,2001.0,PlasticSurgery,6.0,146.0,34.0,PG,Uttar Pradesh
4224,UTTARAKHAND,Public,2001.0,PlasticSurgery,0.0,64.0,35.0,PG,Uttarakhand
4225,WEST BENGAL,Public,2001.0,PlasticSurgery,6.0,339.0,36.0,PG,West Bengal
4226,ANDHRA PRADESH,Private,2018.0,PlasticSurgery,2.0,553.0,2.0,PG,Andhra Pradesh
4227,BIHAR,Private,2018.0,PlasticSurgery,0.0,209.0,5.0,PG,Bihar
4228,CHHATTISGARH,Private,2018.0,PlasticSurgery,0.0,414.0,7.0,PG,Chhattisgarh
4229,NCT OF DELHI,Private,2018.0,PlasticSurgery,0.0,95.0,10.0,PG,NCT of Delhi
4230,GUJARAT,Private,2018.0,PlasticSurgery,1.0,474.0,12.0,PG,Gujarat
4231,HARYANA,Private,2018.0,PlasticSurgery,0.0,70.0,13.0,PG,Haryana
4232,HIMACHAL PRADESH,Private,2018.0,PlasticSurgery,0.0,30.0,14.0,PG,Himachal Pradesh
4233,JAMMU & KASHMIR,Private,2018.0,PlasticSurgery,0.0,14.0,15.0,PG,Jammu & Kashmir
4234,KARNATAKA,Private,2018.0,PlasticSurgery,9.0,556.0,17.0,PG,Karnataka
4235,KERALA,Private,2018.0,PlasticSurgery,2.0,598.0,18.0,PG,Kerala
4236,MADHYA PRADESH,Private,2018.0,PlasticSurgery,0.0,465.0,20.0,PG,Madhya Pradesh
4237,MAHARASHTRA,Private,2018.0,PlasticSurgery,4.0,522.0,21.0,PG,Maharashtra
4238,ODISHA,Private,2018.0,PlasticSurgery,0.0,384.0,26.0,PG,Odisha
4239,PUDUCHERRY,Private,2018.0,PlasticSurgery,1.0,636.0,27.0,PG,Puducherry
4240,PUNJAB,Private,2018.0,PlasticSurgery,4.0,49.0,28.0,PG,Punjab
4241,RAJASTHAN,Private,2018.0,PlasticSurgery,1.0,119.0,29.0,PG,Rajasthan
4242,SIKKIM,Private,2018.0,PlasticSurgery,0.0,244.0,30.0,PG,Sikkim
4243,TAMIL NADU,Private,2018.0,PlasticSurgery,6.0,616.0,31.0,PG,Tamil Nadu
4244,TELANGANA,Private,2018.0,PlasticSurgery,1.0,532.0,32.0,PG,Telangana
4245,TRIPURA,Private,2018.0,PlasticSurgery,0.0,291.0,33.0,PG,Tripura
4246,UTTAR PRADESH,Private,2018.0,PlasticSurgery,0.0,146.0,34.0,PG,Uttar Pradesh
4247,UTTARAKHAND,Private,2018.0,PlasticSurgery,0.0,64.0,35.0,PG,Uttarakhand
4248,WEST BENGAL,Private,2018.0,PlasticSurgery,0.0,339.0,36.0,PG,West Bengal
4249,ANDAMAN & NICOBAR ISLAND,Public,2018.0,PlasticSurgery,0.0,638.0,1.0,PG,Andaman & Nicobar Island
4250,ANDHRA PRADESH,Public,2018.0,PlasticSurgery,2.0,553.0,2.0,PG,Andhra Pradesh
4251,ASSAM,Public,2018.0,PlasticSurgery,2.0,324.0,4.0,PG,Assam
4252,BIHAR,Public,2018.0,PlasticSurgery,8.0,209.0,5.0,PG,Bihar
4253,CHANDIGARH,Public,2018.0,PlasticSurgery,10.0,55.0,6.0,PG,Chandigarh
4254,CHHATTISGARH,Public,2018.0,PlasticSurgery,0.0,414.0,7.0,PG,Chhattisgarh
4255,NCT OF DELHI,Public,2018.0,PlasticSurgery,29.0,95.0,10.0,PG,NCT of Delhi
4256,GOA,Public,2018.0,PlasticSurgery,0.0,585.0,11.0,PG,Goa
4257,GUJARAT,Public,2018.0,PlasticSurgery,16.0,474.0,12.0,PG,Gujarat
4258,HARYANA,Public,2018.0,PlasticSurgery,1.0,70.0,13.0,PG,Haryana
4259,HIMACHAL PRADESH,Public,2018.0,PlasticSurgery,0.0,30.0,14.0,PG,Himachal Pradesh
4260,JAMMU & KASHMIR,Public,2018.0,PlasticSurgery,2.0,14.0,15.0,PG,Jammu & Kashmir
4261,JHARKHAND,Public,2018.0,PlasticSurgery,0.0,355.0,16.0,PG,Jharkhand
4262,KARNATAKA,Public,2018.0,PlasticSurgery,4.0,556.0,17.0,PG,Karnataka
4263,KERALA,Public,2018.0,PlasticSurgery,5.0,598.0,18.0,PG,Kerala
4264,MADHYA PRADESH,Public,2018.0,PlasticSurgery,0.0,465.0,20.0,PG,Madhya Pradesh
4265,MAHARASHTRA,Public,2018.0,PlasticSurgery,22.0,522.0,21.0,PG,Maharashtra
4266,MANIPUR,Public,2018.0,PlasticSurgery,1.0,275.0,22.0,PG,Manipur
4267,MEGHALAYA,Public,2018.0,PlasticSurgery,0.0,294.0,23.0,PG,Meghalaya
4268,ODISHA,Public,2018.0,PlasticSurgery,3.0,384.0,26.0,PG,Odisha
4269,PUDUCHERRY,Public,2018.0,PlasticSurgery,2.0,636.0,27.0,PG,Puducherry
4270,PUNJAB,Public,2018.0,PlasticSurgery,0.0,49.0,28.0,PG,Punjab
4271,RAJASTHAN,Public,2018.0,PlasticSurgery,6.0,119.0,29.0,PG,Rajasthan
4272,TAMIL NADU,Public,2018.0,PlasticSurgery,26.0,616.0,31.0,PG,Tamil Nadu
4273,TELANGANA,Public,2018.0,PlasticSurgery,15.0,532.0,32.0,PG,Telangana
4274,TRIPURA,Public,2018.0,PlasticSurgery,0.0,291.0,33.0,PG,Tripura
4275,UTTAR PRADESH,Public,2018.0,PlasticSurgery,10.0,146.0,34.0,PG,Uttar Pradesh
4276,UTTARAKHAND,Public,2018.0,PlasticSurgery,0.0,64.0,35.0,PG,Uttarakhand
4277,WEST BENGAL,Public,2018.0,PlasticSurgery,15.0,339.0,36.0,PG,West Bengal
4278,ASSAM,Both,2001.0,PlasticSurgery,2.0,324.0,4.0,PG,Assam
4279,BIHAR,Both,2001.0,PlasticSurgery,0.0,209.0,5.0,PG,Bihar
4280,CHANDIGARH,Both,2001.0,PlasticSurgery,0.0,55.0,6.0,PG,Chandigarh
4281,CHHATTISGARH,Both,2001.0,PlasticSurgery,0.0,414.0,7.0,PG,Chhattisgarh
4282,GOA,Both,2001.0,PlasticSurgery,0.0,585.0,11.0,PG,Goa
4283,GUJARAT,Both,2001.0,PlasticSurgery,4.0,474.0,12.0,PG,Gujarat
4284,HARYANA,Both,2001.0,PlasticSurgery,0.0,70.0,13.0,PG,Haryana
4285,HIMACHAL PRADESH,Both,2001.0,PlasticSurgery,0.0,30.0,14.0,PG,Himachal Pradesh
4286,JAMMU & KASHMIR,Both,2001.0,PlasticSurgery,0.0,14.0,15.0,PG,Jammu & Kashmir
4287,JHARKHAND,Both,2001.0,PlasticSurgery,0.0,355.0,16.0,PG,Jharkhand
4288,KARNATAKA,Both,2001.0,PlasticSurgery,2.0,556.0,17.0,PG,Karnataka
4289,KERALA,Both,2001.0,PlasticSurgery,3.0,598.0,18.0,PG,Kerala
4290,MADHYA PRADESH,Both,2001.0,PlasticSurgery,0.0,465.0,20.0,PG,Madhya Pradesh
4291,MAHARASHTRA,Both,2001.0,PlasticSurgery,7.0,522.0,21.0,PG,Maharashtra
4292,MANIPUR,Both,2001.0,PlasticSurgery,0.0,275.0,22.0,PG,Manipur
4293,MEGHALAYA,Both,2001.0,PlasticSurgery,0.0,294.0,23.0,PG,Meghalaya
4294,NCT OF DELHI,Both,2001.0,PlasticSurgery,33.0,95.0,10.0,PG,NCT of Delhi
4295,ODISHA,Both,2001.0,PlasticSurgery,0.0,384.0,26.0,PG,Odisha
4296,PUDUCHERRY,Both,2001.0,PlasticSurgery,0.0,636.0,27.0,PG,Puducherry
4297,PUNJAB,Both,2001.0,PlasticSurgery,2.0,49.0,28.0,PG,Punjab
4298,RAJASTHAN,Both,2001.0,PlasticSurgery,2.0,119.0,29.0,PG,Rajasthan
4299,SIKKIM,Both,2001.0,PlasticSurgery,0.0,244.0,30.0,PG,Sikkim
4300,TAMIL NADU,Both,2001.0,PlasticSurgery,7.0,616.0,31.0,PG,Tamil Nadu
4301,UTTAR PRADESH,Both,2001.0,PlasticSurgery,6.0,146.0,34.0,PG,Uttar Pradesh
4302,UTTARAKHAND,Both,2001.0,PlasticSurgery,0.0,64.0,35.0,PG,Uttarakhand
4303,WEST BENGAL,Both,2001.0,PlasticSurgery,6.0,339.0,36.0,PG,West Bengal
4304,ANDAMAN & NICOBAR ISLAND,Both,2018.0,PlasticSurgery,0.0,638.0,1.0,PG,Andaman & Nicobar Island
4305,ANDHRA PRADESH,Both,2018.0,PlasticSurgery,4.0,553.0,2.0,PG,Andhra Pradesh
4306,ASSAM,Both,2018.0,PlasticSurgery,2.0,324.0,4.0,PG,Assam
4307,BIHAR,Both,2018.0,PlasticSurgery,8.0,209.0,5.0,PG,Bihar
4308,CHANDIGARH,Both,2018.0,PlasticSurgery,10.0,55.0,6.0,PG,Chandigarh
4309,CHHATTISGARH,Both,2018.0,PlasticSurgery,0.0,414.0,7.0,PG,Chhattisgarh
4310,GOA,Both,2018.0,PlasticSurgery,0.0,585.0,11.0,PG,Goa
4311,GUJARAT,Both,2018.0,PlasticSurgery,17.0,474.0,12.0,PG,Gujarat
4312,HARYANA,Both,2018.0,PlasticSurgery,1.0,70.0,13.0,PG,Haryana
4313,HIMACHAL PRADESH,Both,2018.0,PlasticSurgery,0.0,30.0,14.0,PG,Himachal Pradesh
4314,JAMMU & KASHMIR,Both,2018.0,PlasticSurgery,2.0,14.0,15.0,PG,Jammu & Kashmir
4315,JHARKHAND,Both,2018.0,PlasticSurgery,0.0,355.0,16.0,PG,Jharkhand
4316,KARNATAKA,Both,2018.0,PlasticSurgery,13.0,556.0,17.0,PG,Karnataka
4317,KERALA,Both,2018.0,PlasticSurgery,7.0,598.0,18.0,PG,Kerala
4318,MADHYA PRADESH,Both,2018.0,PlasticSurgery,0.0,465.0,20.0,PG,Madhya Pradesh
4319,MAHARASHTRA,Both,2018.0,PlasticSurgery,26.0,522.0,21.0,PG,Maharashtra
4320,MANIPUR,Both,2018.0,PlasticSurgery,1.0,275.0,22.0,PG,Manipur
4321,MEGHALAYA,Both,2018.0,PlasticSurgery,0.0,294.0,23.0,PG,Meghalaya
4322,NCT OF DELHI,Both,2018.0,PlasticSurgery,29.0,95.0,10.0,PG,NCT of Delhi
4323,ODISHA,Both,2018.0,PlasticSurgery,3.0,384.0,26.0,PG,Odisha
4324,PUDUCHERRY,Both,2018.0,PlasticSurgery,3.0,636.0,27.0,PG,Puducherry
4325,PUNJAB,Both,2018.0,PlasticSurgery,4.0,49.0,28.0,PG,Punjab
4326,RAJASTHAN,Both,2018.0,PlasticSurgery,7.0,119.0,29.0,PG,Rajasthan
4327,SIKKIM,Both,2018.0,PlasticSurgery,0.0,244.0,30.0,PG,Sikkim
4328,TAMIL NADU,Both,2018.0,PlasticSurgery,32.0,616.0,31.0,PG,Tamil Nadu
4329,TELANGANA,Both,2018.0,PlasticSurgery,16.0,532.0,32.0,PG,Telangana
4330,TRIPURA,Both,2018.0,PlasticSurgery,0.0,291.0,33.0,PG,Tripura
4331,UTTAR PRADESH,Both,2018.0,PlasticSurgery,10.0,146.0,34.0,PG,Uttar Pradesh
4332,UTTARAKHAND,Both,2018.0,PlasticSurgery,0.0,64.0,35.0,PG,Uttarakhand
4333,WEST BENGAL,Both,2018.0,PlasticSurgery,15.0,339.0,36.0,PG,West Bengal
4334,ANDHRA PRADESH,Private,2001.0,PlasticSurgery,0.0,553.0,2.0,PG,Andhra Pradesh
4335,TELANGANA,Private,2001.0,PlasticSurgery,0.0,,,PG,Telangana
4336,ANDHRA PRADESH,Public,2001.0,PlasticSurgery,12.0,553.0,2.0,PG,Andhra Pradesh
4337,TELANGANA,Public,2001.0,PlasticSurgery,12.0,,,PG,Telangana
4338,ANDHRA PRADESH,Both,2001.0,PlasticSurgery,12.0,553.0,2.0,PG,Andhra Pradesh
4339,TELANGANA,Both,2001.0,PlasticSurgery,12.0,,,PG,Telangana
4340,GUJARAT,Private,2001.0,ENT,2.0,474.0,12.0,PG,Gujarat
4341,HARYANA,Private,2001.0,ENT,0.0,70.0,13.0,PG,Haryana
4342,JAMMU & KASHMIR,Private,2001.0,ENT,0.0,14.0,15.0,PG,Jammu & Kashmir
4343,KARNATAKA,Private,2001.0,ENT,26.0,556.0,17.0,PG,Karnataka
4344,KERALA,Private,2001.0,ENT,0.0,598.0,18.0,PG,Kerala
4345,MADHYA PRADESH,Private,2001.0,ENT,5.0,465.0,20.0,PG,Madhya Pradesh
4346,MAHARASHTRA,Private,2001.0,ENT,3.0,522.0,21.0,PG,Maharashtra
4347,ODISHA,Private,2001.0,ENT,0.0,384.0,26.0,PG,Odisha
4348,PUDUCHERRY,Private,2001.0,ENT,0.0,636.0,27.0,PG,Puducherry
4349,PUNJAB,Private,2001.0,ENT,1.0,49.0,28.0,PG,Punjab
4350,RAJASTHAN,Private,2001.0,ENT,0.0,119.0,29.0,PG,Rajasthan
4351,SIKKIM,Private,2001.0,ENT,0.0,244.0,30.0,PG,Sikkim
4352,TAMIL NADU,Private,2001.0,ENT,2.0,616.0,31.0,PG,Tamil Nadu
4353,UTTAR PRADESH,Private,2001.0,ENT,0.0,146.0,34.0,PG,Uttar Pradesh
4354,UTTARAKHAND,Private,2001.0,ENT,2.0,64.0,35.0,PG,Uttarakhand
4355,WEST BENGAL,Private,2001.0,ENT,1.0,339.0,36.0,PG,West Bengal
4356,ASSAM,Public,2001.0,ENT,8.0,324.0,4.0,PG,Assam
4357,BIHAR,Public,2001.0,ENT,10.0,209.0,5.0,PG,Bihar
4358,CHANDIGARH,Public,2001.0,ENT,0.0,55.0,6.0,PG,Chandigarh
4359,CHHATTISGARH,Public,2001.0,ENT,0.0,414.0,7.0,PG,Chhattisgarh
4360,NCT OF DELHI,Public,2001.0,ENT,30.0,95.0,10.0,PG,NCT of Delhi
4361,GOA,Public,2001.0,ENT,0.0,585.0,11.0,PG,Goa
4362,GUJARAT,Public,2001.0,ENT,3.0,474.0,12.0,PG,Gujarat
4363,HARYANA,Public,2001.0,ENT,4.0,70.0,13.0,PG,Haryana
4364,HIMACHAL PRADESH,Public,2001.0,ENT,2.0,30.0,14.0,PG,Himachal Pradesh
4365,JAMMU & KASHMIR,Public,2001.0,ENT,10.0,14.0,15.0,PG,Jammu & Kashmir
4366,JHARKHAND,Public,2001.0,ENT,0.0,355.0,16.0,PG,Jharkhand
4367,KARNATAKA,Public,2001.0,ENT,18.0,556.0,17.0,PG,Karnataka
4368,KERALA,Public,2001.0,ENT,8.0,598.0,18.0,PG,Kerala
4369,MADHYA PRADESH,Public,2001.0,ENT,14.0,465.0,20.0,PG,Madhya Pradesh
4370,MAHARASHTRA,Public,2001.0,ENT,32.0,522.0,21.0,PG,Maharashtra
4371,MANIPUR,Public,2001.0,ENT,7.0,275.0,22.0,PG,Manipur
4372,MEGHALAYA,Public,2001.0,ENT,0.0,294.0,23.0,PG,Meghalaya
4373,ODISHA,Public,2001.0,ENT,2.0,384.0,26.0,PG,Odisha
4374,PUDUCHERRY,Public,2001.0,ENT,0.0,636.0,27.0,PG,Puducherry
4375,PUNJAB,Public,2001.0,ENT,13.0,49.0,28.0,PG,Punjab
4376,RAJASTHAN,Public,2001.0,ENT,18.0,119.0,29.0,PG,Rajasthan
4377,TAMIL NADU,Public,2001.0,ENT,11.0,616.0,31.0,PG,Tamil Nadu
4378,UTTAR PRADESH,Public,2001.0,ENT,18.0,146.0,34.0,PG,Uttar Pradesh
4379,UTTARAKHAND,Public,2001.0,ENT,0.0,64.0,35.0,PG,Uttarakhand
4380,WEST BENGAL,Public,2001.0,ENT,8.0,339.0,36.0,PG,West Bengal
4381,ANDHRA PRADESH,Private,2018.0,ENT,24.0,553.0,2.0,PG,Andhra Pradesh
4382,BIHAR,Private,2018.0,ENT,7.0,209.0,5.0,PG,Bihar
4383,CHHATTISGARH,Private,2018.0,ENT,0.0,414.0,7.0,PG,Chhattisgarh
4384,NCT OF DELHI,Private,2018.0,ENT,0.0,95.0,10.0,PG,NCT of Delhi
4385,GUJARAT,Private,2018.0,ENT,6.0,474.0,12.0,PG,Gujarat
4386,HARYANA,Private,2018.0,ENT,6.0,70.0,13.0,PG,Haryana
4387,HIMACHAL PRADESH,Private,2018.0,ENT,0.0,30.0,14.0,PG,Himachal Pradesh
4388,JAMMU & KASHMIR,Private,2018.0,ENT,0.0,14.0,15.0,PG,Jammu & Kashmir
4389,KARNATAKA,Private,2018.0,ENT,77.0,556.0,17.0,PG,Karnataka
4390,KERALA,Private,2018.0,ENT,16.0,598.0,18.0,PG,Kerala
