"","X","State","Management","Year","Specialisation","Seats","censuscode","ST_CEN_CD","UG_PG","st_new"
"5063",5063,"JHARKHAND","Both",2001,"PublicHealth",0,355,16,"PG","Jharkhand"
"5064",5064,"KARNATAKA","Both",2001,"PublicHealth",4,556,17,"PG","Karnataka"
"5065",5065,"KERALA","Both",2001,"PublicHealth",3,598,18,"PG","Kerala"
"5066",5066,"MADHYA PRADESH","Both",2001,"PublicHealth",0,465,20,"PG","Madhya Pradesh"
"5067",5067,"MAHARASHTRA","Both",2001,"PublicHealth",25,522,21,"PG","Maharashtra"
"5068",5068,"MANIPUR","Both",2001,"PublicHealth",0,275,22,"PG","Manipur"
"5069",5069,"MEGHALAYA","Both",2001,"PublicHealth",0,294,23,"PG","Meghalaya"
"5070",5070,"NCT OF DELHI","Both",2001,"PublicHealth",0,95,10,"PG","NCT of Delhi"
"5071",5071,"ODISHA","Both",2001,"PublicHealth",0,384,26,"PG","Odisha"
"5072",5072,"PUDUCHERRY","Both",2001,"PublicHealth",0,636,27,"PG","Puducherry"
"5073",5073,"PUNJAB","Both",2001,"PublicHealth",0,49,28,"PG","Punjab"
"5074",5074,"RAJASTHAN","Both",2001,"PublicHealth",6,119,29,"PG","Rajasthan"
"5075",5075,"SIKKIM","Both",2001,"PublicHealth",0,244,30,"PG","Sikkim"
"5076",5076,"TAMIL NADU","Both",2001,"PublicHealth",11,616,31,"PG","Tamil Nadu"
"5077",5077,"UTTAR PRADESH","Both",2001,"PublicHealth",0,146,34,"PG","Uttar Pradesh"
"5078",5078,"UTTARAKHAND","Both",2001,"PublicHealth",0,64,35,"PG","Uttarakhand"
"5079",5079,"WEST BENGAL","Both",2001,"PublicHealth",0,339,36,"PG","West Bengal"
"5080",5080,"ANDAMAN & NICOBAR ISLAND","Both",2018,"PublicHealth",0,638,1,"PG","Andaman & Nicobar Island"
"5081",5081,"ANDHRA PRADESH","Both",2018,"PublicHealth",5,553,2,"PG","Andhra Pradesh"
"5082",5082,"ASSAM","Both",2018,"PublicHealth",0,324,4,"PG","Assam"
"5083",5083,"BIHAR","Both",2018,"PublicHealth",0,209,5,"PG","Bihar"
"5084",5084,"CHANDIGARH","Both",2018,"PublicHealth",0,55,6,"PG","Chandigarh"
"5085",5085,"CHHATTISGARH","Both",2018,"PublicHealth",0,414,7,"PG","Chhattisgarh"
"5086",5086,"GOA","Both",2018,"PublicHealth",2,585,11,"PG","Goa"
"5087",5087,"GUJARAT","Both",2018,"PublicHealth",10,474,12,"PG","Gujarat"
"5088",5088,"HARYANA","Both",2018,"PublicHealth",0,70,13,"PG","Haryana"
"5089",5089,"HIMACHAL PRADESH","Both",2018,"PublicHealth",0,30,14,"PG","Himachal Pradesh"
"5090",5090,"JAMMU & KASHMIR","Both",2018,"PublicHealth",0,14,15,"PG","Jammu & Kashmir"
"5091",5091,"JHARKHAND","Both",2018,"PublicHealth",0,355,16,"PG","Jharkhand"
"5092",5092,"KARNATAKA","Both",2018,"PublicHealth",17,556,17,"PG","Karnataka"
"5093",5093,"KERALA","Both",2018,"PublicHealth",3,598,18,"PG","Kerala"
"5094",5094,"MADHYA PRADESH","Both",2018,"PublicHealth",0,465,20,"PG","Madhya Pradesh"
"5095",5095,"MAHARASHTRA","Both",2018,"PublicHealth",30,522,21,"PG","Maharashtra"
"5096",5096,"MANIPUR","Both",2018,"PublicHealth",0,275,22,"PG","Manipur"
"5097",5097,"MEGHALAYA","Both",2018,"PublicHealth",0,294,23,"PG","Meghalaya"
"5098",5098,"NCT OF DELHI","Both",2018,"PublicHealth",0,95,10,"PG","NCT of Delhi"
"5099",5099,"ODISHA","Both",2018,"PublicHealth",0,384,26,"PG","Odisha"
"5100",5100,"PUDUCHERRY","Both",2018,"PublicHealth",0,636,27,"PG","Puducherry"
"5101",5101,"PUNJAB","Both",2018,"PublicHealth",0,49,28,"PG","Punjab"
"5102",5102,"RAJASTHAN","Both",2018,"PublicHealth",6,119,29,"PG","Rajasthan"
"5103",5103,"SIKKIM","Both",2018,"PublicHealth",0,244,30,"PG","Sikkim"
"5104",5104,"TAMIL NADU","Both",2018,"PublicHealth",11,616,31,"PG","Tamil Nadu"
"5105",5105,"TELANGANA","Both",2018,"PublicHealth",4,532,32,"PG","Telangana"
"5106",5106,"TRIPURA","Both",2018,"PublicHealth",0,291,33,"PG","Tripura"
"5107",5107,"UTTAR PRADESH","Both",2018,"PublicHealth",2,146,34,"PG","Uttar Pradesh"
"5108",5108,"UTTARAKHAND","Both",2018,"PublicHealth",0,64,35,"PG","Uttarakhand"
"5109",5109,"WEST BENGAL","Both",2018,"PublicHealth",10,339,36,"PG","West Bengal"
"5110",5110,"ANDHRA PRADESH","Private",2001,"PublicHealth",0,553,2,"PG","Andhra Pradesh"
"5111",5111,"TELANGANA","Private",2001,"PublicHealth",0,NA,NA,"PG","Telangana"
"5112",5112,"ANDHRA PRADESH","Public",2001,"PublicHealth",8,553,2,"PG","Andhra Pradesh"
"5113",5113,"TELANGANA","Public",2001,"PublicHealth",8,NA,NA,"PG","Telangana"
"5114",5114,"ANDHRA PRADESH","Both",2001,"PublicHealth",8,553,2,"PG","Andhra Pradesh"
"5115",5115,"TELANGANA","Both",2001,"PublicHealth",8,NA,NA,"PG","Telangana"
"5116",5116,"GUJARAT","Private",2001,"Sports",0,474,12,"PG","Gujarat"
"5117",5117,"HARYANA","Private",2001,"Sports",0,70,13,"PG","Haryana"
"5118",5118,"JAMMU & KASHMIR","Private",2001,"Sports",0,14,15,"PG","Jammu & Kashmir"
"5119",5119,"KARNATAKA","Private",2001,"Sports",0,556,17,"PG","Karnataka"
"5120",5120,"KERALA","Private",2001,"Sports",0,598,18,"PG","Kerala"
"5121",5121,"MADHYA PRADESH","Private",2001,"Sports",0,465,20,"PG","Madhya Pradesh"
"5122",5122,"MAHARASHTRA","Private",2001,"Sports",0,522,21,"PG","Maharashtra"
"5123",5123,"ODISHA","Private",2001,"Sports",0,384,26,"PG","Odisha"
"5124",5124,"PUDUCHERRY","Private",2001,"Sports",0,636,27,"PG","Puducherry"
"5125",5125,"PUNJAB","Private",2001,"Sports",0,49,28,"PG","Punjab"
"5126",5126,"RAJASTHAN","Private",2001,"Sports",0,119,29,"PG","Rajasthan"
"5127",5127,"SIKKIM","Private",2001,"Sports",0,244,30,"PG","Sikkim"
"5128",5128,"TAMIL NADU","Private",2001,"Sports",0,616,31,"PG","Tamil Nadu"
"5129",5129,"UTTAR PRADESH","Private",2001,"Sports",0,146,34,"PG","Uttar Pradesh"
"5130",5130,"UTTARAKHAND","Private",2001,"Sports",0,64,35,"PG","Uttarakhand"
"5131",5131,"WEST BENGAL","Private",2001,"Sports",0,339,36,"PG","West Bengal"
"5132",5132,"ASSAM","Public",2001,"Sports",0,324,4,"PG","Assam"
"5133",5133,"BIHAR","Public",2001,"Sports",0,209,5,"PG","Bihar"
"5134",5134,"CHANDIGARH","Public",2001,"Sports",0,55,6,"PG","Chandigarh"
"5135",5135,"CHHATTISGARH","Public",2001,"Sports",0,414,7,"PG","Chhattisgarh"
"5136",5136,"NCT OF DELHI","Public",2001,"Sports",0,95,10,"PG","NCT of Delhi"
"5137",5137,"GOA","Public",2001,"Sports",0,585,11,"PG","Goa"
"5138",5138,"GUJARAT","Public",2001,"Sports",0,474,12,"PG","Gujarat"
"5139",5139,"HARYANA","Public",2001,"Sports",0,70,13,"PG","Haryana"
"5140",5140,"HIMACHAL PRADESH","Public",2001,"Sports",0,30,14,"PG","Himachal Pradesh"
"5141",5141,"JAMMU & KASHMIR","Public",2001,"Sports",0,14,15,"PG","Jammu & Kashmir"
"5142",5142,"JHARKHAND","Public",2001,"Sports",0,355,16,"PG","Jharkhand"
"5143",5143,"KARNATAKA","Public",2001,"Sports",0,556,17,"PG","Karnataka"
"5144",5144,"KERALA","Public",2001,"Sports",0,598,18,"PG","Kerala"
"5145",5145,"MADHYA PRADESH","Public",2001,"Sports",0,465,20,"PG","Madhya Pradesh"
"5146",5146,"MAHARASHTRA","Public",2001,"Sports",0,522,21,"PG","Maharashtra"
"5147",5147,"MANIPUR","Public",2001,"Sports",0,275,22,"PG","Manipur"
"5148",5148,"MEGHALAYA","Public",2001,"Sports",0,294,23,"PG","Meghalaya"
"5149",5149,"ODISHA","Public",2001,"Sports",0,384,26,"PG","Odisha"
"5150",5150,"PUDUCHERRY","Public",2001,"Sports",0,636,27,"PG","Puducherry"
"5151",5151,"PUNJAB","Public",2001,"Sports",6,49,28,"PG","Punjab"
"5152",5152,"RAJASTHAN","Public",2001,"Sports",0,119,29,"PG","Rajasthan"
"5153",5153,"TAMIL NADU","Public",2001,"Sports",0,616,31,"PG","Tamil Nadu"
"5154",5154,"UTTAR PRADESH","Public",2001,"Sports",0,146,34,"PG","Uttar Pradesh"
"5155",5155,"UTTARAKHAND","Public",2001,"Sports",0,64,35,"PG","Uttarakhand"
"5156",5156,"WEST BENGAL","Public",2001,"Sports",0,339,36,"PG","West Bengal"
"5157",5157,"ANDHRA PRADESH","Private",2018,"Sports",0,553,2,"PG","Andhra Pradesh"
"5158",5158,"BIHAR","Private",2018,"Sports",0,209,5,"PG","Bihar"
"5159",5159,"CHHATTISGARH","Private",2018,"Sports",0,414,7,"PG","Chhattisgarh"
"5160",5160,"NCT OF DELHI","Private",2018,"Sports",0,95,10,"PG","NCT of Delhi"
"5161",5161,"GUJARAT","Private",2018,"Sports",0,474,12,"PG","Gujarat"
"5162",5162,"HARYANA","Private",2018,"Sports",0,70,13,"PG","Haryana"
"5163",5163,"HIMACHAL PRADESH","Private",2018,"Sports",0,30,14,"PG","Himachal Pradesh"
"5164",5164,"JAMMU & KASHMIR","Private",2018,"Sports",0,14,15,"PG","Jammu & Kashmir"
"5165",5165,"KARNATAKA","Private",2018,"Sports",0,556,17,"PG","Karnataka"
"5166",5166,"KERALA","Private",2018,"Sports",0,598,18,"PG","Kerala"
"5167",5167,"MADHYA PRADESH","Private",2018,"Sports",0,465,20,"PG","Madhya Pradesh"
"5168",5168,"MAHARASHTRA","Private",2018,"Sports",0,522,21,"PG","Maharashtra"
"5169",5169,"ODISHA","Private",2018,"Sports",0,384,26,"PG","Odisha"
"5170",5170,"PUDUCHERRY","Private",2018,"Sports",0,636,27,"PG","Puducherry"
"5171",5171,"PUNJAB","Private",2018,"Sports",0,49,28,"PG","Punjab"
"5172",5172,"RAJASTHAN","Private",2018,"Sports",0,119,29,"PG","Rajasthan"
"5173",5173,"SIKKIM","Private",2018,"Sports",0,244,30,"PG","Sikkim"
"5174",5174,"TAMIL NADU","Private",2018,"Sports",2,616,31,"PG","Tamil Nadu"
"5175",5175,"TELANGANA","Private",2018,"Sports",0,532,32,"PG","Telangana"
"5176",5176,"TRIPURA","Private",2018,"Sports",0,291,33,"PG","Tripura"
"5177",5177,"UTTAR PRADESH","Private",2018,"Sports",0,146,34,"PG","Uttar Pradesh"
"5178",5178,"UTTARAKHAND","Private",2018,"Sports",0,64,35,"PG","Uttarakhand"
"5179",5179,"WEST BENGAL","Private",2018,"Sports",0,339,36,"PG","West Bengal"
"5180",5180,"ANDAMAN & NICOBAR ISLAND","Public",2018,"Sports",0,638,1,"PG","Andaman & Nicobar Island"
"5181",5181,"ANDHRA PRADESH","Public",2018,"Sports",0,553,2,"PG","Andhra Pradesh"
"5182",5182,"ASSAM","Public",2018,"Sports",0,324,4,"PG","Assam"
"5183",5183,"BIHAR","Public",2018,"Sports",0,209,5,"PG","Bihar"
"5184",5184,"CHANDIGARH","Public",2018,"Sports",0,55,6,"PG","Chandigarh"
"5185",5185,"CHHATTISGARH","Public",2018,"Sports",0,414,7,"PG","Chhattisgarh"
"5186",5186,"NCT OF DELHI","Public",2018,"Sports",5,95,10,"PG","NCT of Delhi"
"5187",5187,"GOA","Public",2018,"Sports",0,585,11,"PG","Goa"
"5188",5188,"GUJARAT","Public",2018,"Sports",0,474,12,"PG","Gujarat"
"5189",5189,"HARYANA","Public",2018,"Sports",0,70,13,"PG","Haryana"
"5190",5190,"HIMACHAL PRADESH","Public",2018,"Sports",0,30,14,"PG","Himachal Pradesh"
"5191",5191,"JAMMU & KASHMIR","Public",2018,"Sports",0,14,15,"PG","Jammu & Kashmir"
"5192",5192,"JHARKHAND","Public",2018,"Sports",0,355,16,"PG","Jharkhand"
"5193",5193,"KARNATAKA","Public",2018,"Sports",0,556,17,"PG","Karnataka"
"5194",5194,"KERALA","Public",2018,"Sports",0,598,18,"PG","Kerala"
"5195",5195,"MADHYA PRADESH","Public",2018,"Sports",0,465,20,"PG","Madhya Pradesh"
"5196",5196,"MAHARASHTRA","Public",2018,"Sports",2,522,21,"PG","Maharashtra"
"5197",5197,"MANIPUR","Public",2018,"Sports",0,275,22,"PG","Manipur"
"5198",5198,"MEGHALAYA","Public",2018,"Sports",0,294,23,"PG","Meghalaya"
"5199",5199,"ODISHA","Public",2018,"Sports",0,384,26,"PG","Odisha"
"5200",5200,"PUDUCHERRY","Public",2018,"Sports",0,636,27,"PG","Puducherry"
"5201",5201,"PUNJAB","Public",2018,"Sports",7,49,28,"PG","Punjab"
"5202",5202,"RAJASTHAN","Public",2018,"Sports",0,119,29,"PG","Rajasthan"
"5203",5203,"TAMIL NADU","Public",2018,"Sports",0,616,31,"PG","Tamil Nadu"
"5204",5204,"TELANGANA","Public",2018,"Sports",0,532,32,"PG","Telangana"
"5205",5205,"TRIPURA","Public",2018,"Sports",0,291,33,"PG","Tripura"
"5206",5206,"UTTAR PRADESH","Public",2018,"Sports",0,146,34,"PG","Uttar Pradesh"
"5207",5207,"UTTARAKHAND","Public",2018,"Sports",0,64,35,"PG","Uttarakhand"
"5208",5208,"WEST BENGAL","Public",2018,"Sports",0,339,36,"PG","West Bengal"
"5209",5209,"ASSAM","Both",2001,"Sports",0,324,4,"PG","Assam"
"5210",5210,"BIHAR","Both",2001,"Sports",0,209,5,"PG","Bihar"
"5211",5211,"CHANDIGARH","Both",2001,"Sports",0,55,6,"PG","Chandigarh"
"5212",5212,"CHHATTISGARH","Both",2001,"Sports",0,414,7,"PG","Chhattisgarh"
"5213",5213,"GOA","Both",2001,"Sports",0,585,11,"PG","Goa"
"5214",5214,"GUJARAT","Both",2001,"Sports",0,474,12,"PG","Gujarat"
"5215",5215,"HARYANA","Both",2001,"Sports",0,70,13,"PG","Haryana"
"5216",5216,"HIMACHAL PRADESH","Both",2001,"Sports",0,30,14,"PG","Himachal Pradesh"
"5217",5217,"JAMMU & KASHMIR","Both",2001,"Sports",0,14,15,"PG","Jammu & Kashmir"
"5218",5218,"JHARKHAND","Both",2001,"Sports",0,355,16,"PG","Jharkhand"
"5219",5219,"KARNATAKA","Both",2001,"Sports",0,556,17,"PG","Karnataka"
"5220",5220,"KERALA","Both",2001,"Sports",0,598,18,"PG","Kerala"
"5221",5221,"MADHYA PRADESH","Both",2001,"Sports",0,465,20,"PG","Madhya Pradesh"
"5222",5222,"MAHARASHTRA","Both",2001,"Sports",0,522,21,"PG","Maharashtra"
"5223",5223,"MANIPUR","Both",2001,"Sports",0,275,22,"PG","Manipur"
"5224",5224,"MEGHALAYA","Both",2001,"Sports",0,294,23,"PG","Meghalaya"
"5225",5225,"NCT OF DELHI","Both",2001,"Sports",0,95,10,"PG","NCT of Delhi"
"5226",5226,"ODISHA","Both",2001,"Sports",0,384,26,"PG","Odisha"
"5227",5227,"PUDUCHERRY","Both",2001,"Sports",0,636,27,"PG","Puducherry"
"5228",5228,"PUNJAB","Both",2001,"Sports",6,49,28,"PG","Punjab"
"5229",5229,"RAJASTHAN","Both",2001,"Sports",0,119,29,"PG","Rajasthan"
"5230",5230,"SIKKIM","Both",2001,"Sports",0,244,30,"PG","Sikkim"
"5231",5231,"TAMIL NADU","Both",2001,"Sports",0,616,31,"PG","Tamil Nadu"
"5232",5232,"UTTAR PRADESH","Both",2001,"Sports",0,146,34,"PG","Uttar Pradesh"
"5233",5233,"UTTARAKHAND","Both",2001,"Sports",0,64,35,"PG","Uttarakhand"
"5234",5234,"WEST BENGAL","Both",2001,"Sports",0,339,36,"PG","West Bengal"
"5235",5235,"ANDAMAN & NICOBAR ISLAND","Both",2018,"Sports",0,638,1,"PG","Andaman & Nicobar Island"
"5236",5236,"ANDHRA PRADESH","Both",2018,"Sports",0,553,2,"PG","Andhra Pradesh"
"5237",5237,"ASSAM","Both",2018,"Sports",0,324,4,"PG","Assam"
"5238",5238,"BIHAR","Both",2018,"Sports",0,209,5,"PG","Bihar"
"5239",5239,"CHANDIGARH","Both",2018,"Sports",0,55,6,"PG","Chandigarh"
"5240",5240,"CHHATTISGARH","Both",2018,"Sports",0,414,7,"PG","Chhattisgarh"
"5241",5241,"GOA","Both",2018,"Sports",0,585,11,"PG","Goa"
"5242",5242,"GUJARAT","Both",2018,"Sports",0,474,12,"PG","Gujarat"
"5243",5243,"HARYANA","Both",2018,"Sports",0,70,13,"PG","Haryana"
"5244",5244,"HIMACHAL PRADESH","Both",2018,"Sports",0,30,14,"PG","Himachal Pradesh"
"5245",5245,"JAMMU & KASHMIR","Both",2018,"Sports",0,14,15,"PG","Jammu & Kashmir"
"5246",5246,"JHARKHAND","Both",2018,"Sports",0,355,16,"PG","Jharkhand"
"5247",5247,"KARNATAKA","Both",2018,"Sports",0,556,17,"PG","Karnataka"
"5248",5248,"KERALA","Both",2018,"Sports",0,598,18,"PG","Kerala"
"5249",5249,"MADHYA PRADESH","Both",2018,"Sports",0,465,20,"PG","Madhya Pradesh"
"5250",5250,"MAHARASHTRA","Both",2018,"Sports",2,522,21,"PG","Maharashtra"
"5251",5251,"MANIPUR","Both",2018,"Sports",0,275,22,"PG","Manipur"
"5252",5252,"MEGHALAYA","Both",2018,"Sports",0,294,23,"PG","Meghalaya"
"5253",5253,"NCT OF DELHI","Both",2018,"Sports",5,95,10,"PG","NCT of Delhi"
"5254",5254,"ODISHA","Both",2018,"Sports",0,384,26,"PG","Odisha"
"5255",5255,"PUDUCHERRY","Both",2018,"Sports",0,636,27,"PG","Puducherry"
"5256",5256,"PUNJAB","Both",2018,"Sports",7,49,28,"PG","Punjab"
"5257",5257,"RAJASTHAN","Both",2018,"Sports",0,119,29,"PG","Rajasthan"
"5258",5258,"SIKKIM","Both",2018,"Sports",0,244,30,"PG","Sikkim"
"5259",5259,"TAMIL NADU","Both",2018,"Sports",2,616,31,"PG","Tamil Nadu"
"5260",5260,"TELANGANA","Both",2018,"Sports",0,532,32,"PG","Telangana"
"5261",5261,"TRIPURA","Both",2018,"Sports",0,291,33,"PG","Tripura"
"5262",5262,"UTTAR PRADESH","Both",2018,"Sports",0,146,34,"PG","Uttar Pradesh"
"5263",5263,"UTTARAKHAND","Both",2018,"Sports",0,64,35,"PG","Uttarakhand"
"5264",5264,"WEST BENGAL","Both",2018,"Sports",0,339,36,"PG","West Bengal"
"5265",5265,"ANDHRA PRADESH","Private",2001,"Sports",0,553,2,"PG","Andhra Pradesh"
"5266",5266,"TELANGANA","Private",2001,"Sports",0,NA,NA,"PG","Telangana"
"5267",5267,"ANDHRA PRADESH","Public",2001,"Sports",0,553,2,"PG","Andhra Pradesh"
"5268",5268,"TELANGANA","Public",2001,"Sports",0,NA,NA,"PG","Telangana"
"5269",5269,"ANDHRA PRADESH","Both",2001,"Sports",0,553,2,"PG","Andhra Pradesh"
"5270",5270,"TELANGANA","Both",2001,"Sports",0,NA,NA,"PG","Telangana"
"5271",5271,"GUJARAT","Private",2001,"Education",0,474,12,"PG","Gujarat"
"5272",5272,"HARYANA","Private",2001,"Education",0,70,13,"PG","Haryana"
"5273",5273,"JAMMU & KASHMIR","Private",2001,"Education",0,14,15,"PG","Jammu & Kashmir"
"5274",5274,"KARNATAKA","Private",2001,"Education",0,556,17,"PG","Karnataka"
"5275",5275,"KERALA","Private",2001,"Education",0,598,18,"PG","Kerala"
"5276",5276,"MADHYA PRADESH","Private",2001,"Education",0,465,20,"PG","Madhya Pradesh"
"5277",5277,"MAHARASHTRA","Private",2001,"Education",0,522,21,"PG","Maharashtra"
"5278",5278,"ODISHA","Private",2001,"Education",0,384,26,"PG","Odisha"
"5279",5279,"PUDUCHERRY","Private",2001,"Education",0,636,27,"PG","Puducherry"
"5280",5280,"PUNJAB","Private",2001,"Education",0,49,28,"PG","Punjab"
"5281",5281,"RAJASTHAN","Private",2001,"Education",0,119,29,"PG","Rajasthan"
"5282",5282,"SIKKIM","Private",2001,"Education",0,244,30,"PG","Sikkim"
"5283",5283,"TAMIL NADU","Private",2001,"Education",0,616,31,"PG","Tamil Nadu"
"5284",5284,"UTTAR PRADESH","Private",2001,"Education",0,146,34,"PG","Uttar Pradesh"
"5285",5285,"UTTARAKHAND","Private",2001,"Education",0,64,35,"PG","Uttarakhand"
"5286",5286,"WEST BENGAL","Private",2001,"Education",0,339,36,"PG","West Bengal"
"5287",5287,"ASSAM","Public",2001,"Education",0,324,4,"PG","Assam"
"5288",5288,"BIHAR","Public",2001,"Education",0,209,5,"PG","Bihar"
"5289",5289,"CHANDIGARH","Public",2001,"Education",0,55,6,"PG","Chandigarh"
"5290",5290,"CHHATTISGARH","Public",2001,"Education",0,414,7,"PG","Chhattisgarh"
"5291",5291,"NCT OF DELHI","Public",2001,"Education",0,95,10,"PG","NCT of Delhi"
"5292",5292,"GOA","Public",2001,"Education",0,585,11,"PG","Goa"
"5293",5293,"GUJARAT","Public",2001,"Education",0,474,12,"PG","Gujarat"
"5294",5294,"HARYANA","Public",2001,"Education",0,70,13,"PG","Haryana"
"5295",5295,"HIMACHAL PRADESH","Public",2001,"Education",0,30,14,"PG","Himachal Pradesh"
"5296",5296,"JAMMU & KASHMIR","Public",2001,"Education",0,14,15,"PG","Jammu & Kashmir"
"5297",5297,"JHARKHAND","Public",2001,"Education",0,355,16,"PG","Jharkhand"
"5298",5298,"KARNATAKA","Public",2001,"Education",0,556,17,"PG","Karnataka"
"5299",5299,"KERALA","Public",2001,"Education",0,598,18,"PG","Kerala"
"5300",5300,"MADHYA PRADESH","Public",2001,"Education",0,465,20,"PG","Madhya Pradesh"
"5301",5301,"MAHARASHTRA","Public",2001,"Education",0,522,21,"PG","Maharashtra"
"5302",5302,"MANIPUR","Public",2001,"Education",0,275,22,"PG","Manipur"
"5303",5303,"MEGHALAYA","Public",2001,"Education",0,294,23,"PG","Meghalaya"
"5304",5304,"ODISHA","Public",2001,"Education",0,384,26,"PG","Odisha"
"5305",5305,"PUDUCHERRY","Public",2001,"Education",0,636,27,"PG","Puducherry"
"5306",5306,"PUNJAB","Public",2001,"Education",0,49,28,"PG","Punjab"
"5307",5307,"RAJASTHAN","Public",2001,"Education",0,119,29,"PG","Rajasthan"
"5308",5308,"TAMIL NADU","Public",2001,"Education",0,616,31,"PG","Tamil Nadu"
"5309",5309,"UTTAR PRADESH","Public",2001,"Education",0,146,34,"PG","Uttar Pradesh"
"5310",5310,"UTTARAKHAND","Public",2001,"Education",0,64,35,"PG","Uttarakhand"
"5311",5311,"WEST BENGAL","Public",2001,"Education",0,339,36,"PG","West Bengal"
"5312",5312,"ANDHRA PRADESH","Private",2018,"Education",0,553,2,"PG","Andhra Pradesh"
"5313",5313,"BIHAR","Private",2018,"Education",0,209,5,"PG","Bihar"
"5314",5314,"CHHATTISGARH","Private",2018,"Education",0,414,7,"PG","Chhattisgarh"
"5315",5315,"NCT OF DELHI","Private",2018,"Education",0,95,10,"PG","NCT of Delhi"
"5316",5316,"GUJARAT","Private",2018,"Education",0,474,12,"PG","Gujarat"
"5317",5317,"HARYANA","Private",2018,"Education",0,70,13,"PG","Haryana"
"5318",5318,"HIMACHAL PRADESH","Private",2018,"Education",0,30,14,"PG","Himachal Pradesh"
"5319",5319,"JAMMU & KASHMIR","Private",2018,"Education",0,14,15,"PG","Jammu & Kashmir"
"5320",5320,"KARNATAKA","Private",2018,"Education",0,556,17,"PG","Karnataka"
"5321",5321,"KERALA","Private",2018,"Education",0,598,18,"PG","Kerala"
"5322",5322,"MADHYA PRADESH","Private",2018,"Education",0,465,20,"PG","Madhya Pradesh"
"5323",5323,"MAHARASHTRA","Private",2018,"Education",0,522,21,"PG","Maharashtra"
"5324",5324,"ODISHA","Private",2018,"Education",0,384,26,"PG","Odisha"
"5325",5325,"PUDUCHERRY","Private",2018,"Education",0,636,27,"PG","Puducherry"
"5326",5326,"PUNJAB","Private",2018,"Education",0,49,28,"PG","Punjab"
"5327",5327,"RAJASTHAN","Private",2018,"Education",0,119,29,"PG","Rajasthan"
"5328",5328,"SIKKIM","Private",2018,"Education",0,244,30,"PG","Sikkim"
"5329",5329,"TAMIL NADU","Private",2018,"Education",0,616,31,"PG","Tamil Nadu"
"5330",5330,"TELANGANA","Private",2018,"Education",0,532,32,"PG","Telangana"
"5331",5331,"TRIPURA","Private",2018,"Education",0,291,33,"PG","Tripura"
"5332",5332,"UTTAR PRADESH","Private",2018,"Education",0,146,34,"PG","Uttar Pradesh"
"5333",5333,"UTTARAKHAND","Private",2018,"Education",0,64,35,"PG","Uttarakhand"
"5334",5334,"WEST BENGAL","Private",2018,"Education",0,339,36,"PG","West Bengal"
"5335",5335,"ANDAMAN & NICOBAR ISLAND","Public",2018,"Education",0,638,1,"PG","Andaman & Nicobar Island"
"5336",5336,"ANDHRA PRADESH","Public",2018,"Education",0,553,2,"PG","Andhra Pradesh"
"5337",5337,"ASSAM","Public",2018,"Education",0,324,4,"PG","Assam"
"5338",5338,"BIHAR","Public",2018,"Education",0,209,5,"PG","Bihar"
"5339",5339,"CHANDIGARH","Public",2018,"Education",0,55,6,"PG","Chandigarh"
"5340",5340,"CHHATTISGARH","Public",2018,"Education",0,414,7,"PG","Chhattisgarh"
"5341",5341,"NCT OF DELHI","Public",2018,"Education",20,95,10,"PG","NCT of Delhi"
"5342",5342,"GOA","Public",2018,"Education",0,585,11,"PG","Goa"
"5343",5343,"GUJARAT","Public",2018,"Education",0,474,12,"PG","Gujarat"
"5344",5344,"HARYANA","Public",2018,"Education",0,70,13,"PG","Haryana"
"5345",5345,"HIMACHAL PRADESH","Public",2018,"Education",0,30,14,"PG","Himachal Pradesh"
"5346",5346,"JAMMU & KASHMIR","Public",2018,"Education",0,14,15,"PG","Jammu & Kashmir"
"5347",5347,"JHARKHAND","Public",2018,"Education",0,355,16,"PG","Jharkhand"
"5348",5348,"KARNATAKA","Public",2018,"Education",4,556,17,"PG","Karnataka"
"5349",5349,"KERALA","Public",2018,"Education",0,598,18,"PG","Kerala"
"5350",5350,"MADHYA PRADESH","Public",2018,"Education",0,465,20,"PG","Madhya Pradesh"
"5351",5351,"MAHARASHTRA","Public",2018,"Education",0,522,21,"PG","Maharashtra"
"5352",5352,"MANIPUR","Public",2018,"Education",0,275,22,"PG","Manipur"
"5353",5353,"MEGHALAYA","Public",2018,"Education",0,294,23,"PG","Meghalaya"
"5354",5354,"ODISHA","Public",2018,"Education",0,384,26,"PG","Odisha"
"5355",5355,"PUDUCHERRY","Public",2018,"Education",0,636,27,"PG","Puducherry"
"5356",5356,"PUNJAB","Public",2018,"Education",0,49,28,"PG","Punjab"
"5357",5357,"RAJASTHAN","Public",2018,"Education",0,119,29,"PG","Rajasthan"
"5358",5358,"TAMIL NADU","Public",2018,"Education",0,616,31,"PG","Tamil Nadu"
"5359",5359,"TELANGANA","Public",2018,"Education",0,532,32,"PG","Telangana"
"5360",5360,"TRIPURA","Public",2018,"Education",0,291,33,"PG","Tripura"
"5361",5361,"UTTAR PRADESH","Public",2018,"Education",0,146,34,"PG","Uttar Pradesh"
"5362",5362,"UTTARAKHAND","Public",2018,"Education",0,64,35,"PG","Uttarakhand"
"5363",5363,"WEST BENGAL","Public",2018,"Education",0,339,36,"PG","West Bengal"
"5364",5364,"ASSAM","Both",2001,"Education",0,324,4,"PG","Assam"
"5365",5365,"BIHAR","Both",2001,"Education",0,209,5,"PG","Bihar"
